week_starting_date,sales,bing_brand_search_clicks,bing_brand_search_spend,blackfriday_dummy,covid_trend,google_brand_search_clicks,google_brand_search_imp,google_brand_search_spend,google_display_clicks,google_display_imp,google_display_spend,google_nonbrand_search_clicks,google_nonbrand_search_imp,google_nonbrand_search_spend,google_video_clicks,google_video_imp,google_video_spend,gwp_units_distributed,launch_fragrance_trend,launch_makeup_trend,launch_skincare_trend,market_sales,mothersday_dummy,nongoogle_display_spend,nongoogle_video_spend,pinterest_awareness_imp,pinterest_awareness_spend,pinterest_conversion_imp,pinterest_conversion_spend,print_coop_spend,print_pure_spend,samples_quantity_distributed,snap_awareness_imp,snap_awareness_spend,snap_conversion_imp,snap_conversion_spend,tiktok_awareness_imp,tiktok_awareness_spend,tv_coop_spend,tv_pure_imp,tv_pure_spend,vday_dummy,xmas_dummy,youtube_video_spend,fbig_spend,fbig_imp,youtube_video_imp,outdoor_impressions,outdoor_spend
2019-12-30,7394759.412,2592.40682,4247.127881,0,0.0,3451.776797,62170.29628,2971.091115,1778.735198,2262165.391,10290.29899,7006.604854,145975.632,14724.08284,1169.235442,743160.7625,5676.928831,0,0.0,7.729209158,4.376762005,311200541.6,0,0.0,0.0,0.0,0.0,0.0,0.0,6939.053677,0.0,55628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,47057.86756,5195264.85,0.0,0.0,0.0
2020-01-06,6128183.483,1723.654656,3360.220056,0,0.0,2671.846112,52967.46651,2350.652072,0.0,0.0,0.0,5890.656601,132526.5618,12795.0073,0.0,0.0,0.0,0,0.0,7.600775732,4.812122381,245756358.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1033.951251,0.0,181213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,37469.95954,6206210.881,0.0,0.0,0.0
2020-01-13,6077461.292,1353.490691,3982.114404,0,0.0,3066.43555,59451.32844,2785.700138,0.0,0.0,0.0,7446.994851,170532.659,16597.11875,0.0,0.0,0.0,0,0.0,7.410052782,4.937316098,251136338.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1033.950714,114707.674,173029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,47759.55374,6810030.872,0.0,0.0,0.0
2020-01-20,7084933.66,3160.87291,3879.519809,0,0.0,3106.51104,57197.41243,2713.929781,0.0,0.0,0.0,8148.536116,184707.0514,16767.84474,0.0,0.0,0.0,0,0.0,9.015633209,4.723251401,269361562.7,0,0.0,0.0,0.0,0.0,0.0,0.0,924.9265037,47622.35818,80370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,43278.57385,4612821.857,0.0,0.0,0.0
2020-01-27,6811065.724,4187.637244,3401.171018,0,0.0,2754.199042,51385.58564,2379.299441,0.0,0.0,0.0,8926.264851,202998.2096,17285.89311,0.0,0.0,0.0,0,0.0,8.356110928,4.238480708,263082597.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6895.116998,194419.6152,102959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,41096.42315,3677255.92,0.0,0.0,0.0
2020-02-03,18472805.66,4239.88828,3692.045611,0,0.0,2659.515193,52753.43697,2582.781639,648.6944657,651444.7013,3280.894651,7291.977572,155617.5305,12631.61381,502.9253767,203119.3168,1699.016946,0,0.0,7.743955571,4.625113152,299832372.9,0,0.0,0.0,0.0,0.0,0.0,0.0,25323.00179,0.0,37167,0.0,0.0,0.0,0.0,0.0,0.0,173956.5399,0.0,0.0,0,0,56409.83541,42225.59254,3462508.862,4438657.749,0.0,0.0
2020-02-10,12271156.39,3984.298875,2873.819569,0,0.346803496,2078.640786,42005.2787,2010.389145,769.8017149,896853.7887,5042.771296,7480.024101,145714.9211,11518.64259,1388.109271,796466.4485,7138.094465,0,0.048944247,9.070389746,6.081029933,361464876.5,0,0.0,0.0,0.0,0.0,0.0,0.0,41813.2752,74459.01892,187679,0.0,0.0,0.0,0.0,0.0,0.0,173956.5399,0.0,0.0,1,0,70190.10364,43195.05482,4763190.909,5253388.365,0.0,0.0
2020-02-17,10431474.85,4256.256074,3321.588146,0,-1.901109057,2045.171147,46091.2171,2323.627003,2674.048062,1416785.706,13874.94767,7586.15809,146195.8269,12049.91587,1463.85635,1138983.292,10352.66038,0,0.0,7.52750284,5.774697797,301164115.3,0,0.0,0.0,0.0,0.0,0.0,0.0,22024.53908,82977.56748,208046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,80445.44409,35687.74238,4820510.708,6052733.767,0.0,0.0
2020-02-24,8808837.778,4533.249518,3159.387072,0,1.919655272,2039.005687,41416.03689,2210.158752,468.1345669,484101.3467,2816.262493,7284.050552,147734.99,12759.62637,1218.118732,1159740.634,10729.30791,0,0.519526975,7.336502129,5.612059013,295278446.6,0,0.0,0.0,0.0,0.0,0.0,0.0,22047.15429,0.0,70326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10512.47088,31754.10926,4126601.077,819438.8406,0.0,0.0
2020-03-02,10497654.6,3177.870235,3441.102141,0,2.139952587,2168.920736,39145.38606,2407.233379,775.0863949,894010.1905,5329.514032,5833.846292,121430.4955,10157.76704,2034.601787,1489992.176,14190.03877,0,5.502725052,7.524159467,4.76656268,294573983.9,0,0.0,0.0,0.0,0.0,0.0,0.0,1002.936031,0.0,993971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30111.17697,26234.53759,4193446.561,2001719.422,0.0,0.0
2020-03-09,6525614.684,3508.373776,2876.83502,0,-1.713905318,1676.124329,36173.63436,2012.498613,608.178586,904475.178,6256.976123,5624.220653,118679.8195,10244.88939,1366.530161,868534.9503,9009.74122,0,11.55117627,6.606795558,6.838700913,275922109.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1002.933392,0.0,670247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32698.94665,36036.60899,6855203.927,2343335.278,0.0,0.0
2020-03-16,4232459.346,2276.382482,3886.400578,0,-21.50740763,1656.747169,33115.56622,2718.743243,609.940146,792897.0876,5432.91766,5670.021213,121504.9214,10441.40021,2022.711257,771656.6376,9015.128291,0,11.97809995,4.866189427,4.399306208,170718563.9,0,0.0,0.0,0.0,0.0,0.0,0.0,1002.93035,0.0,317435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32972.72016,30266.59372,7171340.414,2709215.57,0.0,0.0
2020-03-23,1984181.811,2498.606768,2409.792597,0,-33.03886363,1334.822081,25063.91591,1685.777678,62.53537959,83712.41338,555.6308173,3150.109649,63283.1618,5212.654181,291.0977881,107591.2398,1122.817751,0,7.807563049,5.355079092,3.725751458,133604758.9,0,0.0,0.0,0.0,0.0,0.0,0.0,1002.928798,254695.4319,393324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9046.102254,12167.20817,3148545.935,924553.0784,0.0,0.0
2020-03-30,1334901.005,1243.952374,4078.237424,0,-36.57045166,2091.412096,33257.3718,2852.943287,0.0,0.0,0.0,997.0429535,16846.23856,1316.823342,0.0,0.0,0.0,0,11.90951346,6.622848848,9.514612558,129361299.7,0,0.0,0.0,0.0,0.0,0.0,0.0,1002.928971,79137.48918,16008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8522.239416,1908037.004,0.0,0.0,0.0
2020-04-06,1732695.205,321.690113,5037.188726,0,-39.67673154,2076.438836,33616.73004,3523.780562,0.0,0.0,0.0,865.3663443,15072.34765,1279.090727,0.0,0.0,0.0,0,12.5343524,7.221213758,8.503176495,119706285.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1002.928971,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,52852.06184,17590.40727,3000630.366,4278470.411,0.0,0.0
2020-04-13,1222968.217,141.014844,6563.246332,0,-36.09514687,2731.298762,46001.37754,4591.338762,0.0,0.0,0.0,570.3050463,11019.8789,1208.205553,0.0,0.0,0.0,0,8.02188816,5.72596046,7.156742065,121134685.8,0,0.0,0.0,0.0,0.0,0.0,0.0,1002.928971,19883.07294,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,59867.68966,37412.17517,8024097.343,5679895.015,0.0,0.0
2020-04-20,2260663.633,22.03356938,4484.78196,0,-35.12991381,1994.966687,30464.85883,3137.342743,903.6802741,1191002.158,4716.635688,280.0880382,5698.206173,634.3553674,0.0,0.0,0.0,0,7.953833998,7.612229768,6.474546837,156485328.6,0,0.0,0.0,0.0,0.0,0.0,0.0,1002.929144,299678.9666,97150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,44996.22417,33268.3243,5715583.97,4038412.133,0.0,0.0
2020-04-27,3381277.189,907.153528,4689.738223,0,-32.92020444,2216.042465,31527.96028,3280.720515,1688.014859,4170048.919,11648.89744,314.4384579,9433.594128,977.7670833,0.0,0.0,0.0,0,6.744430209,6.530133313,3.707185361,168826952.7,0,0.0,0.0,2.969949,0.0,130978.7108,751.3296593,400.6725273,27096.31398,142800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27014.88801,21656.99657,4290087.144,1778582.84,0.0,0.0
2020-05-04,4270501.904,1666.367376,6439.757619,0,-30.278552,3538.974017,47160.48401,4504.95186,2897.766181,7732604.059,16882.51008,391.9470974,13199.36899,973.8299967,0.0,0.0,0.0,0,7.572205641,5.348033702,3.792638982,209546304.7,1,0.0,0.0,10.3948215,0.0,310261.6622,1395.669897,159.7699497,0.0,214743,0.0,0.0,0.0,0.0,0.0,0.0,220344.9505,0.0,0.0,0,0,15499.49976,20005.02584,3243721.086,1438400.227,0.0,0.0
2020-05-11,3224891.537,2035.901811,6969.658667,0,-28.45783463,3982.887134,50059.57136,4875.645736,1954.891197,6898398.389,16385.54249,336.0175678,10685.62289,762.843553,0.0,0.0,0.0,0,9.251834559,5.94627154,4.388794762,174549819.4,0,0.0,0.0,2.4749575,0.0,359378.6787,1337.086242,159.7699497,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,220344.9505,0.0,0.0,0,0,10919.5107,18207.29511,4203465.516,1028999.447,0.0,0.0
2020-05-18,4463840.953,1823.120484,7018.088452,0,-27.15618648,4096.507753,52007.85671,4909.524938,1553.25552,5673613.474,14476.82734,346.1465377,10131.61227,752.4503491,0.0,0.0,0.0,0,10.43649818,5.451363929,6.708728202,197129201.5,0,0.0,0.0,8.414855499,0.0,2106797.672,6956.752504,159.7694287,107493.7243,2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9381.335388,9075.532774,1752840.803,857720.2502,0.0,0.0
2020-05-25,4432625.587,1434.070601,7864.662255,0,-28.22607772,4470.839251,52770.61218,5501.748195,1359.924311,3961000.632,11982.89046,646.9329058,21425.85414,2282.818801,0.0,0.0,0.0,0,12.72336636,6.743181225,4.96213861,176051668.8,0,0.0,0.0,5.4449065,0.0,2017715.042,8062.810342,159.7692545,0.0,109481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6876.921045,8405.992122,1476162.035,431792.8877,0.0,0.0
2020-06-01,4855216.295,2632.067245,7256.617579,0,-22.67371955,3931.801894,50590.24131,5076.388708,1121.673323,3511984.275,11384.66025,986.0332035,30479.3917,3638.185075,0.0,0.0,0.0,0,13.06026036,7.689753929,6.386119773,193168200.7,0,0.0,0.0,0.0,0.0,0.0,0.0,159.7689054,0.0,186000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8075.281131,10202.03515,2204792.265,838916.6666,0.0,0.0
2020-06-08,6452035.461,3648.129559,8397.912406,0,-21.76549268,5071.531207,165182.8013,5874.784946,880.7799942,2904304.211,8555.818633,1303.554391,41742.80627,5265.523,0.0,0.0,0.0,0,11.76943079,5.584644483,4.475147501,215701134.6,0,5296.765055,23762.54404,0.0,0.0,0.0,0.0,45.64820872,0.0,51744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9350.710967,14917.12541,2186651.02,897652.8523,0.0,0.0
2020-06-15,6185776.523,5379.968113,14037.02227,0,-21.81427858,11751.36668,764905.459,9819.641255,613.022876,1849406.343,7242.004401,1743.503999,56143.11878,8295.798128,0.0,0.0,0.0,0,11.96370695,5.18295338,5.111288116,267854037.6,0,5296.765055,23762.54404,0.0,0.0,0.0,0.0,0.0,0.0,69292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55578.89664,20349.83349,2135870.059,2714970.208,0.0,0.0
2020-06-22,4558502.434,6045.381908,19674.57901,0,-22.63621694,27946.26844,1295686.824,13763.41107,1533.43797,4185471.377,14390.41686,493.2367968,15006.72954,1539.607834,0.0,0.0,0.0,0,12.11667259,5.189285871,5.793240486,223622577.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,58938.77884,29359.01917,3251466.238,2490921.041,0.0,0.0
2020-06-29,4176359.019,1284.24233,13157.0979,0,-29.12365833,11366.02544,851610.3224,9204.087506,824.8504646,2114752.766,7471.197884,1237.495892,31203.39286,4176.583866,0.0,0.0,0.0,0,12.88717053,5.985250667,6.042523773,219743576.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28296.63592,17111.53499,3265446.852,1631861.228,0.0,0.0
2020-07-06,6637140.637,0.0,5728.458127,0,-24.404308,4580.05597,179207.9015,4007.360156,1110.663573,2585260.595,6300.696725,4602.95625,100965.1319,12500.15739,0.0,0.0,0.0,0,19.66240817,5.810050983,11.37935382,221865401.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15535.43785,6121.468929,1903040.767,1294396.615,0.0,0.0
2020-07-13,5108492.555,2360.110046,2406.794383,0,-23.92829182,2142.937726,96985.76789,1683.680268,1233.091992,2311667.869,7787.838547,4917.394708,107404.5144,13274.68449,0.0,0.0,0.0,0,13.09630073,5.457902912,5.227572581,221376977.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15462.93943,1170.91945,427950.0022,1197434.463,0.0,0.0
2020-07-20,4614863.095,2834.146553,2017.104437,0,-23.99326637,1961.056657,92673.46904,1411.071491,1692.418759,3908670.41,14408.92676,4033.531984,93479.38274,11526.67971,0.0,0.0,0.0,0,13.71500322,5.734319415,3.915790769,217640963.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49267.28445,646934,0.0,0.0,0.0,1554.597783,0.0,0.0,0.0,0.0,0.0,0,0,43452.11899,5976.914684,1223861.11,3373968.073,0.0,0.0
2020-07-27,4186855.895,2584.222923,3090.817191,0,-24.1869304,2863.415761,150938.3868,2162.190486,1986.599277,4708865.64,13939.36141,2422.144984,55280.83517,5155.544406,242.6548884,95028.23436,1710.508218,0,14.04053368,11.30090525,5.732616483,221901289.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236082,0.0,0.0,0.0,4402.225696,0.0,0.0,0.0,0.0,0.0,0,0,62524.42062,15273.50382,3561133.868,5092875.377,0.0,0.0
2020-08-03,11887165.03,2565.966537,8016.423576,0,-23.86327448,6091.03405,270049.7886,5607.913285,3964.390754,6115171.385,19421.96933,3927.838384,95750.47395,11166.38784,326.7693779,118403.695,2131.26651,0,23.92014091,6.38288299,5.068702485,253187719.9,0,0.0,147090.5727,0.0,0.0,0.0,0.0,0.0,0.0,169611,0.0,0.0,0.0,7159.158366,0.0,0.0,0.0,0.0,0.0,0,0,224059.495,24709.9533,4777560.01,20486123.96,6800000.0,26250.0
2020-08-10,6924504.234,2887.02712,9597.197982,0,-23.97775777,7435.104321,435152.8793,6713.748787,3576.847557,6598652.663,28691.57518,4497.70304,115070.3831,13657.29972,241.3337184,271437.4574,4885.874234,0,17.83351835,6.255958753,5.203089485,247021855.3,0,0.0,147090.5727,0.0,0.0,0.0,0.0,0.0,0.0,125555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,293285.1357,34967.09566,6251010.959,7851355.686,6800000.0,26250.0
2020-08-17,6052938.522,3718.007451,12859.98095,0,-18.03729495,11240.95468,609513.4081,8996.238453,5145.076336,9995817.137,33088.29663,4003.145074,106799.859,12773.61316,1117.269423,261276.339,4702.974103,0,14.5776223,6.433396827,5.321524769,261127529.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276406.6383,418846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,129347.6369,40540.63282,6501338.809,9106172.943,6800000.0,26250.0
2020-08-24,8866605.569,2213.429427,26639.80585,0,-17.58048958,26631.26391,1746466.942,18635.95651,4760.615869,10587865.12,31950.00506,2283.422135,68335.31585,8467.563438,451.840137,311774.5388,5611.941699,1240,20.36230465,7.163638438,3.295872943,255883390.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,135847.8312,40451.00755,7468074.87,11550366.7,6800000.0,26250.0
2020-08-31,7204538.991,2164.326044,12188.91717,0,-17.93709196,9787.667686,786266.5758,8526.793761,4246.680742,9157538.741,28279.40484,3304.686538,82691.14898,10665.09191,493.2367968,340258.5235,6124.653422,1573,18.35937029,6.249944151,2.880600184,250963651.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49267.28445,230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,58180.77701,40243.33269,8210405.035,3541117.695,0.0,0.0
2020-09-07,4865201.117,2180.693838,6295.231172,0,-23.28809075,6665.302606,352921.9378,4403.847948,6224.031829,11432058.83,34102.46308,3508.587107,86361.7996,10899.98712,214.9103186,511789.5466,9212.211838,7788,15.59128651,5.475677108,2.463427197,255562058.9,0,0.0,50206.24884,0.0,0.0,0.0,0.0,0.0,0.0,167945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,126576.3256,35125.49597,8182361.343,8996187.337,0.0,0.0
2020-09-14,5956462.568,2185.100552,7766.652481,0,-19.96826875,7075.746084,377519.0403,5433.185162,4210.128372,8729593.725,26867.78863,5048.190537,103197.0284,9390.127635,218.8738286,469895.2461,8458.11443,0,14.33971739,6.154393113,3.283687407,259468710.3,0,0.0,50206.24884,0.0,0.0,0.0,0.0,0.0,0.0,402661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,73193.8177,33363.24118,5137817.195,3827204.796,0.0,0.0
2020-09-21,6710774.494,1993.093733,9289.42893,0,-19.11805398,8255.110496,623034.7022,6498.448018,4986.976327,12160226.96,52566.58267,6602.767227,133296.3635,13260.64926,429.8206372,999179.2853,17985.22714,1992,15.47296764,7.57022244,3.10421639,266869915.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32995.73993,51769.62442,7471089.711,1630085.129,0.0,0.0
2020-09-28,7833490.913,2197.061633,7605.000405,0,-18.81476124,7668.95141,475299.7122,5320.100964,6597.482547,10720461.26,63893.02092,5603.522323,116289.823,10203.41346,160.3019589,328798.695,5918.376509,0,12.14368668,6.586173737,3.055951184,265571974.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36727.6915,30047.12081,3843888.467,2621811.98,0.0,0.0
2020-10-05,6215606.925,3023.005719,9861.365698,0,-19.10342059,9283.421139,510299.7072,6898.548109,13478.13586,12600225.01,52769.27032,6392.260808,127206.2103,12389.41252,92.0415094,233434.8834,4201.827902,0,10.9829059,6.644087637,3.602467374,272241863.9,0,0.0,95915.80391,0.0,0.0,0.0,0.0,0.0,104609.6249,436983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,44887.24904,23067.86354,2760476.562,3749939.057,0.0,0.0
2020-10-12,6647592.642,2528.824234,14136.51104,0,-19.76891138,11543.94299,700235.0687,9889.238922,17378.22968,12816757.28,54164.72692,6726.957206,140654.84,14482.86362,54.60835964,176601.2331,3178.822196,0,10.6922078,7.356357756,4.65170255,260710856.2,0,0.0,95915.80391,0.0,0.0,0.0,0.0,0.0,0.0,288940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,44265.51445,15923.85938,2004294.774,3407058.837,0.0,0.0
2020-10-19,6008982.128,2564.707476,12750.31967,0,-18.50089067,9541.930067,641810.2893,8919.524568,15518.90311,10838053.32,41750.5484,7490.153071,160397.964,17020.25867,77.94902949,147900.5766,2662.210379,8,10.44784542,6.419283057,3.542726814,251774233.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43479.72841,31535.25097,6219106.607,3277065.826,0.0,0.0
2020-10-26,8869583.058,2326.115396,18898.15691,0,-18.79909725,12269.70571,983496.9975,13220.26265,10497.57636,8089536.188,49243.05567,5559.923713,124354.685,12364.10771,66.93927956,157453.5164,2834.163296,0,9.070032565,6.985426019,1.885006112,270547319.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84593.89986,515156,1142766.246,7500.671898,963884.7169,5782.058549,0.0,0.0,0.0,0.0,0.0,0,0,44183.46854,45187.16737,8803723.394,3236990.473,0.0,0.0
2020-11-02,6830886.613,2791.338475,21112.12929,0,-18.38469478,15942.1179,1366843.278,14769.05371,4344.006931,4945666.424,27439.42304,6581.188117,149199.2867,15727.64356,15.8540399,43120.34618,776.1662312,0,7.093178059,6.49234674,3.547755772,325253860.5,0,0.0,30859.99472,0.0,0.0,0.0,0.0,0.0,0.0,435151,2433826.691,18561.2538,1752155.151,6934.072397,0.0,0.0,0.0,0.0,0.0,0,0,70324.9322,32041.23397,8947919.777,5301722.229,0.0,0.0
2020-11-09,9528321.39,3350.361607,22577.66019,0,-20.20370331,18765.89856,1519990.221,15794.27027,12770.86953,7757351.334,32451.40513,6171.625419,144055.972,15835.0723,0.440389997,904.1206641,16.27417195,0,7.518140476,5.999552328,2.617689052,357417346.1,0,0.0,30859.99472,0.0,0.0,0.0,0.0,0.0,0.0,402544,1619984.397,12794.77609,1250650.365,8889.118569,0.0,0.0,584233.6308,0.0,0.0,0,0,90198.23918,57237.28847,13490757.24,6852161.379,0.0,0.0
2020-11-16,9021896.3,10098.92914,50575.99136,0,-19.32930323,44553.37523,3577338.591,35380.58726,10994.33628,9100076.654,49872.1394,5634.790013,140569.4043,14284.19929,59.89303961,194707.4275,3504.733694,0,4.447054975,6.687593286,2.310151613,328854695.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152659,1128224.869,9019.932007,1154181.575,11362.59828,0.0,0.0,584233.6308,0.0,0.0,0,0,114109.1174,64952.87029,13904400.93,7774496.723,0.0,0.0
2020-11-23,11920200.32,6108.964494,218001.0757,1,-34.62842803,118896.051,10407809.91,152503.3099,11100.02988,7450850.025,51353.46139,5430.008664,161706.3626,22846.26161,144.0075291,377382.9598,6792.893277,0,5.766451702,5.595031992,3.185455944,426779597.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209733,1259994.359,14278.29607,2597686.115,26631.32589,1225803.587,6705.987103,0.0,0.0,0.0,0,0,88700.81465,79074.80797,14065397.2,5872779.916,0.0,0.0
2020-11-30,14622121.83,2824.703595,105341.195,0,-19.45859827,56896.18568,4094003.255,73691.75063,16974.83244,6419486.158,36643.5728,3889.964844,108114.8635,13650.29312,144.888309,255809.3376,4604.568077,0,7.306011955,5.895982587,4.683442126,478731178.1,0,0.0,47414.77388,755.8520204,0.0,892000.0,5714.091252,5606.720704,0.0,120205,465799.5386,6626.090688,465211.7628,7591.512698,1113465.714,6711.116447,0.0,0.0,0.0,0,0,71039.25356,90946.38405,13927095.83,5322599.522,0.0,0.0
2020-12-07,12472911.68,2513.715501,18308.9446,0,-19.25488302,14948.15767,1069767.196,12808.0774,16779.73967,7354512.952,47689.03595,7657.50127,173536.9995,17944.61966,87.19721943,95654.02854,1721.772514,2676,8.831138877,7.54232512,2.710911621,557692307.7,0,0.0,47414.77388,635.0740944,0.0,916000.0,6665.30534,33640.32423,0.0,69632,1286479.735,11108.22682,1286196.683,7679.847327,659472.2326,2981.053826,0.0,90929.3046,716820.7306,0,0,90475.65819,93958.40318,15570217.24,5529198.688,0.0,0.0
2020-12-14,12530145.32,1940.213167,25012.46058,0,-19.926177,17575.96478,1383143.433,17497.54222,24742.43121,14709025.9,104153.9733,10047.93817,187552.8516,18045.6231,48.88328968,52824.33976,950.8381157,1410,9.885327353,7.222037845,2.657595721,625000000.0,0,0.0,47414.77388,532.610854,0.0,1010000.0,6663.264906,0.0,0.0,82212,1977513.001,18980.03578,1977367.206,7663.219885,3615238.132,33821.19959,0.0,78156.02305,643577.2191,0,0,93652.96713,95475.53175,14534332.77,4305102.342,0.0,0.0
2020-12-21,13188094.56,2012.60918,30650.48856,0,-36.49707865,23008.1754,2164692.111,21441.64169,30633.08781,17879833.88,121469.0816,11431.20315,181749.3922,18298.45981,298.144028,345566.1037,6220.189867,282,13.24900993,7.998516735,2.669057072,673076923.1,0,0.0,0.0,510.3362365,0.0,1040000.0,6657.51945,0.0,35426.90573,377405,971934.9472,8474.643163,971741.2111,1496.85867,5070275.497,47349.67942,0.0,11743.19927,0.0,0,1,92203.81115,72103.44663,13070483.92,3900102.618,0.0,0.0
2020-12-28,5481824.173,1677.698926,16219.52,0,-35.31745764,16333.6246,1173712.887,11346.41412,15386.34572,8660576.685,56061.99102,8088.202687,127000.9885,12319.75163,40.07548974,59596.65714,1072.739828,1812,17.74837175,8.21646507,3.518185407,287335953.5,0,0.0,0.0,626.1642474,0.0,778984.4582,3778.032563,0.0,0.0,499268,172.7207186,0.0,58.44921657,0.0,2914031.277,27056.95967,0.0,0.0,0.0,0,0,39218.94839,18749.43411,4416851.923,1939259.609,0.0,0.0
